,cpu,voltage,label
225,-0.155,0.275,0
226,-0.16,0.29,0
227,-0.135,0.275,0
228,-0.145,0.265,0
229,-0.15,0.26,0
230,-0.165,0.26,0
231,-0.155,0.26,0
232,-0.14,0.275,0
233,-0.135,0.27,0
234,-0.155,0.255,0
235,-0.15,0.26,0
236,-0.165,0.255,0
237,-0.165,0.25,0
238,-0.16,0.265,0
239,-0.15,0.27,0
240,-0.15,0.265,0
241,-0.15,0.245,0
242,-0.15,0.25,0
243,-0.175,0.255,0
244,-0.165,0.265,0
245,-0.155,0.265,0
246,-0.16,0.265,0
247,-0.17,0.265,0
248,-0.175,0.255,0
249,-0.185,0.255,0
250,-0.16,0.275,0
251,-0.16,0.265,0
252,-0.165,0.26,0
253,-0.18,0.25,0
254,-0.19,0.25,0
255,-0.195,0.255,0
256,-0.18,0.265,0
257,-0.18,0.26,0
258,-0.185,0.25,0
259,-0.195,0.245,0
260,-0.21,0.23,0
261,-0.205,0.245,0
262,-0.2,0.26,0
263,-0.2,0.245,0
264,-0.205,0.24,0
265,-0.22,0.225,0
266,-0.24,0.23,0
267,-0.23,0.235,0
268,-0.22,0.24,0
269,-0.215,0.24,0
270,-0.225,0.24,0
271,-0.225,0.23,0
272,-0.245,0.22,0
273,-0.235,0.23,0
274,-0.23,0.23,0
275,-0.215,0.225,0
276,-0.215,0.235,0
277,-0.235,0.205,0
278,-0.245,0.21,0
279,-0.235,0.22,0
280,-0.23,0.225,0
281,-0.225,0.225,0
282,-0.235,0.23,0
283,-0.25,0.21,0
284,-0.26,0.205,0
285,-0.25,0.215,0
286,-0.245,0.215,0
287,-0.23,0.235,0
288,-0.245,0.21,0
289,-0.25,0.205,0
290,-0.25,0.195,0
291,-0.255,0.215,0
292,-0.25,0.22,0
293,-0.245,0.22,0
294,-0.26,0.2,0
295,-0.25,0.2,0
296,-0.28,0.205,0
297,-0.26,0.21,0
298,-0.255,0.215,0
299,-0.255,0.22,0
300,-0.255,0.22,0
301,-0.25,0.215,0
302,-0.27,0.195,0
303,-0.26,0.215,0
304,-0.255,0.225,0
305,-0.24,0.225,0
306,-0.235,0.22,0
307,-0.23,0.215,0
308,-0.21,0.215,0
309,-0.205,0.23,0
310,-0.135,0.245,0
311,-0.04,0.275,0
312,0.205,0.315,0
313,0.63,0.415,0
314,0.845,0.695,0
315,0.63,1.0,0
316,0.26,0.98,1
317,0.06,0.71,0
318,0.045,0.495,0
319,0.05,0.42,0
320,0.03,0.415,0
321,0.005,0.41,0
322,-0.01,0.38,0
323,-0.04,0.37,0
324,-0.035,0.365,0
325,-0.04,0.34,0
326,-0.05,0.32,0
327,-0.045,0.32,0
328,-0.06,0.31,0
329,-0.055,0.28,0
330,-0.07,0.255,0
331,-0.09,0.21,0
332,-0.115,0.2,0
333,-0.12,0.185,0
334,-0.13,0.19,0
335,-0.135,0.16,0
336,-0.17,0.145,0
337,-0.22,0.12,0
338,-0.265,0.105,0
339,-0.3,0.09,0
340,-0.33,0.08,0
341,-0.35,0.045,0
342,-0.4,0.03,0
343,-0.465,0.0,0
344,-0.565,-0.015,0
345,-0.63,-0.025,0
346,-0.67,-0.045,0
347,-0.71,-0.04,0
348,-0.75,-0.055,0
349,-0.81,-0.085,0
350,-0.87,-0.11,0
351,-0.905,-0.13,0
352,-0.92,-0.15,0
353,-0.925,-0.195,0
354,-0.93,-0.26,0
355,-0.935,-0.295,0
356,-0.945,-0.335,0
357,-0.935,-0.34,0
358,-0.915,-0.355,0
359,-0.905,-0.395,0
360,-0.895,-0.44,0
361,-0.905,-0.47,0
362,-0.91,-0.51,0
363,-0.88,-0.525,0
364,-0.865,-0.545,0
365,-0.84,-0.58,0
366,-0.8,-0.625,0
367,-0.75,-0.65,0
368,-0.705,-0.67,0
369,-0.66,-0.635,0
370,-0.61,-0.6,0
371,-0.565,-0.57,0
372,-0.52,-0.535,0
373,-0.48,-0.505,0
374,-0.455,-0.445,0
375,-0.405,-0.38,0
376,-0.385,-0.33,0
377,-0.35,-0.27,0
378,-0.33,-0.225,0
379,-0.325,-0.18,0
380,-0.325,-0.15,0
381,-0.32,-0.1,0
382,-0.295,-0.065,0
383,-0.285,-0.04,0
384,-0.275,-0.005,0
385,-0.265,-0.01,0
386,-0.26,0.005,0
387,-0.255,0.03,0
388,-0.26,0.055,0
389,-0.27,0.08,0
390,-0.26,0.085,0
391,-0.265,0.09,0
392,-0.265,0.12,0
393,-0.265,0.145,0
394,-0.245,0.18,0
395,-0.23,0.21,0
396,-0.2,0.22,0
397,-0.2,0.23,0
398,-0.2,0.25,0
399,-0.185,0.28,0
400,-0.175,0.305,0
401,-0.155,0.305,0
402,-0.16,0.305,0
403,-0.145,0.315,0
404,-0.15,0.3,0
405,-0.145,0.31,0
406,-0.135,0.32,0
407,-0.13,0.325,0
408,-0.125,0.335,0
409,-0.125,0.325,0
410,-0.135,0.32,0
411,-0.125,0.325,0
412,-0.12,0.345,0
413,-0.105,0.345,0
414,-0.105,0.345,0
415,-0.11,0.335,0
416,-0.115,0.335,0
417,-0.11,0.355,0
418,-0.095,0.375,0
419,-0.09,0.37,0
420,-0.09,0.375,0
421,-0.09,0.365,0
422,-0.095,0.37,0
423,-0.1,0.37,0
424,-0.085,0.38,0
425,-0.065,0.39,0
426,-0.07,0.385,0
427,-0.095,0.38,0
428,-0.08,0.385,0
429,-0.085,0.395,0
430,-0.08,0.41,0
431,-0.06,0.405,0
432,-0.05,0.405,0
433,-0.07,0.4,0
434,-0.07,0.405,0
435,-0.07,0.42,0
436,-0.06,0.43,0
437,-0.045,0.44,0
438,-0.055,0.435,0
439,-0.055,0.435,0
440,-0.055,0.435,0
441,-0.05,0.46,0
442,-0.045,0.465,0
443,-0.025,0.47,0
444,-0.03,0.475,0
445,-0.03,0.465,0
446,-0.05,0.475,0
447,-0.04,0.485,0
448,-0.03,0.5,0
449,-0.005,0.505,0
450,0.0,0.505,0
451,-0.005,0.5,0
452,-0.02,0.5,0
453,-0.015,0.515,0
454,0.0,0.525,0
455,0.01,0.525,0
456,0.005,0.525,0
457,0.01,0.525,0
458,0.0,0.52,0
459,-0.005,0.535,0
460,0.015,0.54,0
461,0.015,0.55,0
462,0.015,0.545,0
463,0.005,0.54,0
464,0.0,0.535,0
465,-0.005,0.54,0
466,-0.005,0.54,0
467,0.005,0.54,0
468,0.0,0.53,0
469,-0.015,0.52,0
470,-0.03,0.51,0
471,-0.035,0.515,0
472,-0.035,0.52,0
473,-0.035,0.505,0
474,-0.04,0.5,0
475,-0.06,0.48,0
476,-0.08,0.47,0
477,-0.08,0.47,0
478,-0.08,0.47,0
479,-0.075,0.46,0
480,-0.09,0.455,0
481,-0.1,0.435,0
482,-0.12,0.425,0
483,-0.12,0.415,0
484,-0.115,0.415,0
485,-0.115,0.41,0
486,-0.125,0.39,0
487,-0.145,0.375,0
488,-0.16,0.355,0
489,-0.16,0.365,0
490,-0.15,0.37,0
491,-0.16,0.355,0
492,-0.155,0.355,0
493,-0.17,0.335,0
494,-0.175,0.315,0
495,-0.175,0.315,0
496,-0.18,0.335,0
497,-0.175,0.33,0
498,-0.175,0.315,0
499,-0.185,0.295,0
500,-0.2,0.29,0
501,-0.21,0.3,0
502,-0.19,0.305,0
503,-0.19,0.305,0
504,-0.19,0.295,0
505,-0.195,0.28,0
506,-0.215,0.26,0
507,-0.215,0.28,0
508,-0.2,0.275,0
509,-0.195,0.275,0
510,-0.205,0.28,0
511,-0.22,0.25,0
512,-0.235,0.24,0
513,-0.22,0.265,0
514,-0.215,0.27,0
515,-0.205,0.27,0
516,-0.21,0.25,0
517,-0.225,0.24,0
518,-0.235,0.225,0
519,-0.24,0.26,0
520,-0.23,0.26,0
521,-0.225,0.27,0
522,-0.23,0.26,0
523,-0.245,0.24,0
524,-0.235,0.24,0
525,-0.245,0.245,0
526,-0.235,0.245,0
527,-0.235,0.255,0
528,-0.23,0.25,0
529,-0.24,0.235,0
530,-0.26,0.24,0
531,-0.26,0.245,0
532,-0.26,0.25,0
533,-0.25,0.25,0
534,-0.265,0.255,0
535,-0.27,0.235,0
536,-0.28,0.24,0
537,-0.265,0.235,0
538,-0.26,0.25,0
539,-0.255,0.245,0
540,-0.265,0.24,0
541,-0.275,0.23,0
542,-0.285,0.22,0
543,-0.285,0.23,0
544,-0.275,0.24,0
545,-0.265,0.23,0
546,-0.27,0.23,0
547,-0.275,0.23,0
548,-0.29,0.21,0
549,-0.285,0.23,0
550,-0.29,0.23,0
551,-0.275,0.235,0
552,-0.27,0.225,0
553,-0.285,0.2,0
554,-0.31,0.2,0
555,-0.305,0.21,0
556,-0.31,0.23,0
557,-0.295,0.21,0
558,-0.295,0.22,0
559,-0.295,0.205,0
560,-0.31,0.195,0
561,-0.305,0.195,0
562,-0.3,0.205,0
563,-0.295,0.205,0
564,-0.3,0.19,0
565,-0.315,0.19,0
566,-0.32,0.19,0
567,-0.31,0.185,0
568,-0.305,0.2,0
569,-0.305,0.19,0
570,-0.315,0.195,0
571,-0.32,0.185,0
572,-0.335,0.175,0
573,-0.325,0.185,0
574,-0.315,0.195,0
575,-0.315,0.195,0
576,-0.305,0.195,0
577,-0.315,0.185,0
578,-0.32,0.175,0
579,-0.32,0.18,0
580,-0.31,0.195,0
581,-0.31,0.19,0
582,-0.325,0.19,0
583,-0.315,0.175,0
584,-0.32,0.165,0
585,-0.32,0.185,0
586,-0.33,0.185,0
587,-0.31,0.18,0
588,-0.305,0.18,0
589,-0.32,0.17,0
590,-0.325,0.175,0
591,-0.32,0.17,0
592,-0.31,0.175,0
593,-0.305,0.18,0
594,-0.315,0.175,0
595,-0.325,0.16,0
596,-0.33,0.155,0
597,-0.32,0.175,0
598,-0.31,0.18,0
599,-0.305,0.175,0
600,-0.295,0.175,0
601,-0.295,0.17,0
602,-0.305,0.17,0
603,-0.3,0.175,0
604,-0.275,0.18,0
605,-0.27,0.185,0
606,-0.27,0.185,0
607,-0.26,0.185,0
608,-0.24,0.195,0
609,-0.165,0.2,0
610,-0.005,0.24,0
611,0.32,0.28,0
612,0.77,0.415,0
613,0.905,0.705,0
614,0.565,0.965,0
615,0.16,0.905,1
616,-0.015,0.645,0
617,-0.005,0.445,0
618,0.015,0.39,0
619,-0.025,0.365,0
620,-0.075,0.345,0
621,-0.085,0.33,0
622,-0.085,0.315,0
623,-0.08,0.305,0
624,-0.085,0.29,0
625,-0.08,0.255,0
626,-0.095,0.235,0
627,-0.105,0.21,0
628,-0.11,0.18,0
629,-0.13,0.16,0
630,-0.145,0.12,0
631,-0.185,0.09,0
632,-0.195,0.075,0
633,-0.21,0.065,0
634,-0.235,0.06,0
635,-0.265,0.03,0
636,-0.305,0.01,0
637,-0.36,-0.015,0
638,-0.41,-0.04,0
639,-0.46,-0.05,0
640,-0.51,-0.065,0
641,-0.595,-0.095,0
642,-0.695,-0.11,0
643,-0.765,-0.125,0
644,-0.83,-0.145,0
645,-0.865,-0.155,0
646,-0.92,-0.15,0
647,-0.965,-0.17,0
648,-0.995,-0.195,0
649,-1.015,-0.235,0
650,-1.045,-0.29,0
651,-1.05,-0.325,0
652,-1.035,-0.365,0
653,-1.025,-0.395,0
654,-1.045,-0.4,0
655,-1.045,-0.45,0
656,-1.04,-0.48,0
657,-1.02,-0.515,0
658,-1.005,-0.545,0
659,-0.97,-0.58,0
660,-0.93,-0.595,0
661,-0.91,-0.64,0
662,-0.87,-0.67,0
663,-0.805,-0.68,0
664,-0.735,-0.67,0
665,-0.685,-0.64,0
666,-0.63,-0.605,0
667,-0.585,-0.555,0
668,-0.545,-0.505,0
669,-0.495,-0.43,0
670,-0.46,-0.36,0
671,-0.425,-0.295,0
672,-0.4,-0.235,0
673,-0.385,-0.185,0
674,-0.385,-0.135,0
675,-0.375,-0.085,0
676,-0.345,-0.045,0
677,-0.335,0.0,0
678,-0.315,0.015,0
679,-0.31,0.03,0
680,-0.325,0.045,0
681,-0.31,0.075,0
682,-0.295,0.09,0
683,-0.285,0.11,0
684,-0.29,0.105,0
685,-0.285,0.12,0
686,-0.28,0.155,0
687,-0.27,0.19,0
688,-0.225,0.22,0
689,-0.185,0.235,0
690,-0.18,0.26,0
691,-0.175,0.27,0
692,-0.175,0.285,0
693,-0.17,0.3,0
694,-0.135,0.315,0
695,-0.11,0.305,0
696,-0.09,0.32,0
697,-0.08,0.305,0
698,-0.085,0.31,0
699,-0.06,0.325,0
700,-0.065,0.355,0
701,-0.07,0.35,0
702,-0.08,0.345,0
703,-0.095,0.33,0
704,-0.105,0.32,0
705,-0.1,0.335,0
706,-0.105,0.35,0
707,-0.09,0.355,0
708,-0.09,0.355,0
709,-0.095,0.345,0
710,-0.1,0.34,0
711,-0.1,0.345,0
712,-0.08,0.37,0
713,-0.07,0.37,0
714,-0.075,0.375,0
715,-0.09,0.375,0
716,-0.1,0.365,0
717,-0.095,0.37,0
718,-0.085,0.385,0
719,-0.06,0.395,0
720,-0.05,0.395,0
721,-0.06,0.395,0
722,-0.055,0.395,0
723,-0.04,0.4,0
724,-0.03,0.425,0
725,-0.02,0.425,0
726,-0.015,0.43,0
727,-0.04,0.43,0
728,-0.05,0.425,0
729,-0.045,0.44,0
730,-0.03,0.46,0
731,-0.005,0.475,0
732,-0.005,0.47,0
733,-0.025,0.455,0
734,-0.03,0.47,0
735,-0.005,0.485,0
736,0.0,0.5,0
737,0.0,0.505,0
738,0.015,0.5,0
739,0.01,0.495,0
740,-0.005,0.515,0
741,0.02,0.515,0
742,0.03,0.545,0
743,0.03,0.55,0
744,0.06,0.535,0
745,0.065,0.53,0
746,0.03,0.53,0
747,0.045,0.545,0
748,0.055,0.55,0
749,0.05,0.555,0
750,0.05,0.55,0
751,0.045,0.53,0
752,0.025,0.53,0
753,0.03,0.54,0
754,0.035,0.54,0
755,0.035,0.545,0
756,0.03,0.54,0
757,0.01,0.52,0
758,0.0,0.505,0
759,-0.015,0.505,0
760,0.005,0.525,0
761,-0.005,0.505,0
762,-0.02,0.48,0
763,-0.03,0.47,0
764,-0.055,0.46,0
765,-0.05,0.46,0
766,-0.065,0.46,0
767,-0.07,0.435,0
768,-0.095,0.44,0
769,-0.11,0.41,0
770,-0.125,0.4,0
771,-0.12,0.395,0
772,-0.13,0.4,0
773,-0.11,0.395,0
774,-0.115,0.37,0
775,-0.125,0.35,0
776,-0.155,0.35,0
777,-0.16,0.34,0
778,-0.17,0.34,0
779,-0.175,0.33,0
780,-0.18,0.325,0
781,-0.19,0.3,0
782,-0.2,0.295,0
783,-0.205,0.295,0
784,-0.195,0.295,0
785,-0.19,0.285,0
786,-0.19,0.265,0
787,-0.2,0.26,0
788,-0.2,0.265,0
789,-0.205,0.255,0
790,-0.205,0.26,0
791,-0.19,0.255,0
792,-0.2,0.245,0
793,-0.195,0.225,0
794,-0.21,0.215,0
795,-0.225,0.22,0
796,-0.225,0.235,0
797,-0.22,0.22,0
798,-0.225,0.21,0
799,-0.265,0.2,0
800,-0.27,0.19,0
801,-0.255,0.2,0
802,-0.24,0.215,0
803,-0.235,0.22,0
804,-0.245,0.205,0
805,-0.25,0.195,0
806,-0.265,0.195,0
807,-0.26,0.195,0
808,-0.275,0.2,0
809,-0.265,0.205,0
810,-0.255,0.19,0
811,-0.255,0.18,0
812,-0.275,0.175,0
813,-0.255,0.195,0
814,-0.255,0.2,0
815,-0.26,0.195,0
816,-0.26,0.195,0
817,-0.27,0.19,0
818,-0.27,0.185,0
819,-0.27,0.185,0
820,-0.26,0.2,0
821,-0.265,0.195,0
822,-0.275,0.195,0
823,-0.28,0.18,0
824,-0.3,0.175,0
825,-0.29,0.18,0
826,-0.29,0.19,0
827,-0.285,0.19,0
828,-0.285,0.185,0
829,-0.3,0.185,0
830,-0.32,0.17,0
831,-0.295,0.175,0
832,-0.29,0.195,0
833,-0.29,0.19,0
834,-0.3,0.175,0
835,-0.315,0.165,0
836,-0.32,0.16,0
837,-0.315,0.165,0
838,-0.31,0.175,0
839,-0.305,0.175,0
840,-0.305,0.17,0
841,-0.32,0.16,0
842,-0.32,0.145,0
843,-0.32,0.145,0
844,-0.305,0.16,0
845,-0.3,0.165,0
846,-0.305,0.165,0
847,-0.315,0.145,0
848,-0.32,0.135,0
849,-0.325,0.155,0
850,-0.335,0.16,0
851,-0.33,0.145,0
852,-0.33,0.145,0
853,-0.32,0.13,0
854,-0.33,0.13,0
855,-0.33,0.14,0
856,-0.315,0.14,0
857,-0.325,0.135,0
858,-0.325,0.135,0
859,-0.33,0.115,0
860,-0.335,0.115,0
861,-0.325,0.13,0
862,-0.315,0.135,0
863,-0.31,0.135,0
864,-0.315,0.135,0
865,-0.325,0.12,0
866,-0.345,0.12,0
867,-0.35,0.12,0
868,-0.34,0.135,0
869,-0.33,0.125,0
870,-0.325,0.135,0
871,-0.325,0.11,0
872,-0.33,0.105,0
873,-0.34,0.12,0
874,-0.335,0.135,0
875,-0.325,0.13,0
876,-0.325,0.13,0
877,-0.325,0.12,0
878,-0.335,0.115,0
879,-0.34,0.125,0
880,-0.33,0.125,0
881,-0.32,0.12,0
882,-0.31,0.12,0
883,-0.32,0.11,0
884,-0.335,0.115,0
885,-0.33,0.115,0
886,-0.32,0.115,0
887,-0.315,0.125,0
888,-0.29,0.13,0
889,-0.31,0.12,0
890,-0.315,0.12,0
891,-0.3,0.125,0
892,-0.28,0.135,0
893,-0.27,0.135,0
894,-0.255,0.125,0
895,-0.225,0.13,0
896,-0.165,0.15,0
897,0.02,0.17,0
898,0.445,0.23,0
899,0.8,0.47,0
900,0.66,0.815,0
901,0.245,0.835,1
902,-0.02,0.56,0
903,-0.055,0.355,0
904,-0.015,0.32,0
905,0.0,0.32,0
906,-0.03,0.295,0
907,-0.05,0.26,0
908,-0.08,0.235,0
909,-0.08,0.24,0
910,-0.07,0.24,0
911,-0.05,0.22,0
912,-0.065,0.185,0
913,-0.07,0.155,0
914,-0.095,0.105,0
915,-0.095,0.08,0
916,-0.105,0.075,0
917,-0.105,0.055,0
918,-0.1,0.03,0
919,-0.14,0.005,0
920,-0.175,-0.015,0
921,-0.21,-0.025,0
922,-0.245,-0.03,0
923,-0.28,-0.06,0
924,-0.325,-0.09,0
925,-0.385,-0.12,0
926,-0.475,-0.135,0
927,-0.565,-0.145,0
928,-0.65,-0.145,0
929,-0.7,-0.16,0
930,-0.75,-0.17,0
931,-0.825,-0.2,0
932,-0.895,-0.21,0
933,-0.945,-0.23,0
934,-0.97,-0.25,0
935,-0.99,-0.305,0
936,-0.995,-0.35,0
937,-1.01,-0.405,0
938,-1.035,-0.43,0
939,-1.03,-0.44,0
940,-1.04,-0.455,0
941,-1.005,-0.485,0
942,-1.01,-0.53,0
943,-0.99,-0.56,0
944,-0.985,-0.59,0
945,-0.95,-0.615,0
946,-0.895,-0.635,0
947,-0.83,-0.67,0
948,-0.755,-0.68,0
949,-0.725,-0.67,0
950,-0.685,-0.64,0
951,-0.635,-0.59,0
952,-0.56,-0.54,0
953,-0.515,-0.48,0
954,-0.455,-0.43,0
955,-0.44,-0.375,0
956,-0.415,-0.315,0
957,-0.39,-0.245,0
958,-0.365,-0.185,0
959,-0.345,-0.15,0
960,-0.34,-0.11,0
961,-0.325,-0.08,0
962,-0.33,-0.065,0
963,-0.3,-0.03,0
964,-0.305,0.005,0
965,-0.295,0.02,0
966,-0.29,0.03,0
967,-0.305,0.03,0
968,-0.315,0.035,0
969,-0.31,0.075,0
970,-0.3,0.1,0
971,-0.29,0.12,0
972,-0.27,0.13,0
973,-0.255,0.15,0
974,-0.25,0.175,0
975,-0.22,0.195,0
976,-0.215,0.23,0
977,-0.2,0.24,0
978,-0.19,0.245,0
979,-0.175,0.235,0
980,-0.195,0.235,0
981,-0.17,0.24,0
982,-0.165,0.255,0
983,-0.16,0.27,0
984,-0.15,0.26,0
985,-0.165,0.245,0
986,-0.165,0.255,0
987,-0.15,0.255,0
988,-0.145,0.285,0
989,-0.135,0.28,0
990,-0.14,0.275,0
991,-0.135,0.27,0
992,-0.15,0.275,0
993,-0.135,0.285,0
994,-0.11,0.3,0
995,-0.11,0.295,0
996,-0.105,0.3,0
997,-0.11,0.28,0
998,-0.125,0.285,0
999,-0.105,0.32,0
1000,-0.1,0.32,0
1001,-0.095,0.32,0
1002,-0.1,0.32,0
1003,-0.11,0.315,0
1004,-0.105,0.325,0
1005,-0.1,0.335,0
1006,-0.085,0.345,0
1007,-0.07,0.345,0
1008,-0.08,0.34,0
1009,-0.085,0.35,0
1010,-0.08,0.365,0
1011,-0.07,0.39,0
1012,-0.05,0.39,0
1013,-0.045,0.4,0
1014,-0.06,0.395,0
1015,-0.06,0.395,0
1016,-0.07,0.415,0
1017,-0.05,0.435,0
1018,-0.035,0.435,0
1019,-0.035,0.445,0
1020,-0.04,0.435,0
1021,-0.055,0.44,0
1022,-0.035,0.46,0
1023,-0.03,0.475,0
1024,-0.015,0.475,0
1025,-0.005,0.47,0
1026,-0.005,0.46,0
1027,-0.005,0.455,0
1028,0.005,0.465,0
1029,0.015,0.48,0
1030,0.025,0.475,0
1031,0.04,0.485,0
1032,0.025,0.47,0
1033,0.025,0.47,0
1034,0.04,0.48,0
1035,0.05,0.485,0
1036,0.065,0.485,0
1037,0.07,0.485,0
1038,0.07,0.48,0
1039,0.065,0.475,0
1040,0.07,0.485,0
1041,0.085,0.485,0
1042,0.1,0.49,0
1043,0.11,0.485,0
1044,0.1,0.47,0
1045,0.08,0.48,0
1046,0.085,0.475,0
1047,0.075,0.48,0
1048,0.06,0.47,0
1049,0.035,0.445,0
1050,0.015,0.43,0
1051,0.0,0.425,0
1052,-0.01,0.415,0
1053,-0.005,0.425,0
1054,-0.02,0.41,0
1055,-0.03,0.395,0
1056,-0.05,0.375,0
1057,-0.08,0.37,0
1058,-0.085,0.355,0
1059,-0.08,0.35,0
1060,-0.065,0.355,0
1061,-0.08,0.33,0
1062,-0.095,0.315,0
1063,-0.105,0.305,0
1064,-0.115,0.305,0
1065,-0.11,0.315,0
1066,-0.11,0.29,0
1067,-0.12,0.285,0
1068,-0.125,0.275,0
